ID,Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
4211,Month-to-month,No,Yes,Fiber optic,95.92798376,Yes,Yes,Electronic check,Yes,0,Yes,4896.553964,Male,50,Yes
4212,Month-to-month,No,No,Fiber optic,53.4308821,No,No,Electronic check,Yes,0,No,53.4308821,Male,1,Yes
4213,Month-to-month,No,No,Fiber optic,92.73521128,Yes,No,Electronic check,Yes,0,No,931.0262988,Female,10,No
4214,Month-to-month,Yes,No,DSL,65.2,Yes,Yes,Bank transfer (automatic),Yes,0,No,3687.85,Female,57,No
4215,Month-to-month,No,Yes,DSL,55.7,No,Yes,Mailed check,Yes,0,No,55.7,Male,1,No
4216,One year,Yes,Yes,DSL,54.4,No,Yes,Credit card (automatic),Yes,0,No,957.1,Female,18,No
4217,Month-to-month,No,Yes,Fiber optic,90.55,Yes,Yes,Electronic check,Yes,0,No,5116.6,Female,56,No
4218,One year,No,No,DSL,72.1,Yes,Yes,Mailed check,Yes,0,No,2658.4,Female,37,No
4219,Month-to-month,Yes,No,Fiber optic,101.7,Yes,No,Electronic check,Yes,0,Yes,364.55,Male,4,Yes
4220,Two year,Yes,Yes,Fiber optic,114.0,Yes,Yes,Electronic check,Yes,0,Yes,8093.15,Male,72,No
4221,Two year,Yes,No internet service,No,23.9,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1626.4,Male,71,No
4222,Month-to-month,No,No,Fiber optic,81.5,No,No,Mailed check,Yes,1,Yes,162.55,Female,2,No
4223,Two year,No,No internet service,No,25.25,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1733.15,Female,67,No
4224,Month-to-month,No,No,Fiber optic,70.64663326,No,No,Electronic check,Yes,0,No,70.64663326,Female,1,Yes
4225,One year,No,No,DSL,55.15,No,No,Mailed check,Yes,0,No,742.9,Female,13,No
4226,Two year,Yes,No,DSL,54.2,No,Yes,Bank transfer (automatic),Yes,0,No,3838.2,Male,67,No
4227,Month-to-month,No,Yes,Fiber optic,100.65,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,5688.05,Female,56,Yes
4228,Month-to-month,No,No,Fiber optic,51.40192195,No,No,Electronic check,Yes,0,No,200.6218657,Female,3,Yes
4229,Month-to-month,No,No,DSL,70.35,Yes,No,Bank transfer (automatic),Yes,1,Yes,3454.6,Male,50,No
4230,Month-to-month,No,No,Fiber optic,76.45681159,No,No,Electronic check,Yes,0,No,76.45681159,Female,1,No
4231,Two year,Yes,Yes,DSL,65.85,No,Yes,Mailed check,Yes,0,No,4097.05,Male,66,No
4232,Month-to-month,No,No,Fiber optic,69.11418267,Yes,No,Electronic check,Yes,0,No,892.1466623,Female,12,Yes
4233,Month-to-month,No,No,Fiber optic,73.74946394,Yes,No,Electronic check,Yes,0,No,786.1873961,Female,9,Yes
4234,Month-to-month,No,No internet service,No,18.95,No,No,Mailed check,Yes,0,No internet service,110.15,Male,6,No
4235,Two year,No,Yes,Fiber optic,100.1,No,No,Bank transfer (automatic),Yes,0,Yes,4378.35,Male,44,No
4236,Month-to-month,Yes,No,Fiber optic,84.5,Yes,Yes,Electronic check,Yes,0,Yes,4254.85,Male,49,Yes
4237,Month-to-month,No,No,Fiber optic,93.93326535,No,No,Electronic check,Yes,0,No,93.93326535,Female,1,Yes
4238,Month-to-month,No,No,Fiber optic,59.87210956,No,No,Electronic check,Yes,0,No,80.50706453,Female,1,Yes
4239,Month-to-month,No,No,Fiber optic,97.28218365,Yes,Yes,Electronic check,Yes,0,Yes,3362.2486689999996,Female,35,Yes
4240,Two year,Yes,No internet service,No,19.7,No,Yes,Mailed check,Yes,0,No internet service,301.55,Female,16,No
4241,Month-to-month,No,No,Fiber optic,69.6,No,No,Electronic check,Yes,0,No,69.6,Female,1,Yes
4242,Month-to-month,No,Yes,DSL,53.4,No phone service,No,Credit card (automatic),No,0,Yes,3579.15,Female,67,No
4243,Month-to-month,No,No,Fiber optic,90.06521746,Yes,No,Electronic check,Yes,0,No,1279.712059,Female,14,No
4244,One year,No,No internet service,No,19.7,No,Yes,Electronic check,Yes,0,No internet service,1140.05,Female,55,No
4245,Month-to-month,No,No,DSL,45.36463933,No,No,Electronic check,Yes,0,No,45.36463933,Female,1,Yes
4246,One year,No,Yes,Fiber optic,118.6,Yes,No,Electronic check,Yes,0,Yes,7365.7,Female,61,No
4247,Month-to-month,No,No,Fiber optic,90.5,No,No,Electronic check,Yes,1,Yes,1201.15,Male,13,Yes
4248,Month-to-month,No,No,Fiber optic,86.62838395,Yes,No,Electronic check,Yes,0,Yes,1112.921544,Female,12,Yes
4249,Month-to-month,No,No,Fiber optic,74.9,Yes,Yes,Electronic check,Yes,1,No,2303.35,Male,32,Yes
4250,Month-to-month,No,No,Fiber optic,79.57005318,Yes,No,Electronic check,Yes,0,Yes,1734.5134059999998,Male,22,Yes
4251,Month-to-month,Yes,No,DSL,29.7,No phone service,Yes,Credit card (automatic),No,0,No,91.7,Female,3,Yes
4252,Month-to-month,No,No internet service,No,20.5,No,No,Mailed check,Yes,0,No internet service,20.5,Male,1,Yes
4253,Month-to-month,No,No,Fiber optic,94.55,No,Yes,Electronic check,Yes,1,Yes,3851.45,Male,41,No
4254,One year,Yes,No internet service,No,25.7,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1714.55,Male,66,No
4255,Month-to-month,No,No,Fiber optic,36.38751486,No,No,Electronic check,Yes,0,No,105.7206775,Male,3,No
4256,Month-to-month,No,No,Fiber optic,94.65,No,Yes,Bank transfer (automatic),Yes,0,Yes,1461.15,Female,16,No
4257,Month-to-month,No,No,DSL,45.06762858,No,No,Electronic check,Yes,0,No,68.38788778,Male,1,Yes
4258,Month-to-month,No,No,Fiber optic,88.67386424,No,No,Electronic check,Yes,0,No,571.1283535,Female,6,Yes
4259,Two year,Yes,Yes,Fiber optic,99.7,Yes,No,Bank transfer (automatic),Yes,0,Yes,4634.35,Male,45,No
4260,Month-to-month,Yes,No,DSL,55.35,No,Yes,Credit card (automatic),Yes,0,No,920.5,Female,17,No
4261,Month-to-month,No,No,Fiber optic,93.20234285,Yes,Yes,Electronic check,Yes,0,Yes,4317.382890999998,Female,48,Yes
4262,Month-to-month,No,Yes,Fiber optic,104.5735625,Yes,Yes,Electronic check,Yes,0,Yes,4568.706869,Male,42,No
4263,Month-to-month,Yes,No,Fiber optic,78.65,No,No,Electronic check,Yes,0,No,78.65,Female,1,Yes
4264,One year,Yes,Yes,DSL,56.25,No,Yes,Credit card (automatic),Yes,0,No,1454.25,Male,24,No
4265,Month-to-month,No,No internet service,No,25.25,Yes,No,Mailed check,Yes,0,No internet service,101.9,Male,4,No
4266,One year,Yes,Yes,DSL,61.25,No phone service,Yes,Mailed check,No,0,Yes,1993.2,Female,34,No
4267,Month-to-month,No,No,Fiber optic,84.35,Yes,No,Electronic check,Yes,0,No,1938.05,Female,24,No
4268,Month-to-month,No,No,Fiber optic,76.0,Yes,No,Credit card (automatic),Yes,0,No,2215.25,Female,29,No
4269,Month-to-month,No,Yes,DSL,65.05,Yes,No,Mailed check,Yes,0,No,1427.55,Male,22,No
4270,Month-to-month,No,No,Fiber optic,66.62476726,No,No,Electronic check,Yes,0,No,136.8685151,Female,2,Yes
4271,Month-to-month,No,No,Fiber optic,73.71305114,No,No,Electronic check,Yes,0,No,521.839255,Female,7,Yes
4272,Two year,No,Yes,DSL,86.45,Yes,No,Credit card (automatic),Yes,0,Yes,5175.3,Female,61,No
4273,Two year,Yes,Yes,Fiber optic,109.0,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,7661.8,Female,71,No
4274,Month-to-month,No,No,Fiber optic,74.55,No,No,Credit card (automatic),Yes,0,No,1170.5,Male,16,No
4275,Month-to-month,No,Yes,Fiber optic,74.75,No,No,Mailed check,Yes,0,No,238.1,Female,3,No
4276,Month-to-month,Yes,No,Fiber optic,86.2,Yes,No,Electronic check,Yes,0,No,893.2,Male,11,No
4277,One year,No,Yes,DSL,61.1,No,No,Electronic check,Yes,0,No,3357.9,Male,53,No
4278,Two year,Yes,No,DSL,59.75,No,Yes,Electronic check,Yes,0,Yes,3996.8,Female,66,No
4279,One year,Yes,No,Fiber optic,100.6,Yes,No,Bank transfer (automatic),Yes,0,Yes,5069.65,Male,49,Yes
4280,Month-to-month,No,No,Fiber optic,91.36775308,Yes,No,Electronic check,Yes,0,Yes,1497.325287,Male,16,Yes
4281,Month-to-month,No,Yes,Fiber optic,88.55,Yes,No,Electronic check,Yes,1,No,179.25,Female,2,Yes
4282,Month-to-month,No,No,Fiber optic,94.59698478,Yes,No,Electronic check,Yes,0,No,314.931166,Female,3,Yes
4283,Month-to-month,No,No,Fiber optic,69.8384769,No,No,Electronic check,Yes,0,No,69.8384769,Female,1,Yes
4284,Two year,Yes,Yes,Fiber optic,104.9,No,Yes,Credit card (automatic),Yes,0,Yes,7559.55,Male,72,No
4285,Two year,Yes,No internet service,No,21.0,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1493.75,Male,72,No
4286,Month-to-month,Yes,No,Fiber optic,96.95,Yes,Yes,Credit card (automatic),Yes,0,Yes,5432.2,Male,56,No
4287,Two year,No,Yes,Fiber optic,97.95,Yes,Yes,Credit card (automatic),Yes,0,Yes,7114.25,Male,72,No
4288,Month-to-month,No,No,Fiber optic,98.52855007,Yes,Yes,Electronic check,Yes,0,Yes,2335.055566,Male,23,Yes
4289,Month-to-month,Yes,No internet service,No,20.25,No,No,Mailed check,Yes,0,No internet service,20.25,Male,1,No
4290,One year,No,No,Fiber optic,106.55,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5763.3,Female,54,Yes
4291,Two year,Yes,No internet service,No,24.75,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1769.6,Male,72,No
4292,Month-to-month,No,Yes,Fiber optic,111.35,Yes,No,Electronic check,Yes,0,Yes,6519.75,Male,59,No
4293,Month-to-month,Yes,No,DSL,49.25,No,Yes,Credit card (automatic),Yes,1,No,49.25,Male,1,Yes
4294,Two year,No,Yes,DSL,69.4,Yes,No,Bank transfer (automatic),Yes,0,No,4237.5,Male,62,No
4295,Month-to-month,No,No,Fiber optic,96.34172427,No,No,Electronic check,Yes,0,No,96.34172427,Male,1,Yes
4296,Month-to-month,No,No,Fiber optic,83.86671099,Yes,No,Electronic check,Yes,0,Yes,1081.59816,Female,13,Yes
4297,Two year,No,Yes,Fiber optic,99.0,Yes,Yes,Electronic check,Yes,0,Yes,6994.6,Male,71,No
4298,Month-to-month,No,No,DSL,59.5,No,No,Mailed check,Yes,0,Yes,415.95,Female,7,Yes
4299,Month-to-month,No,No,Fiber optic,94.9,No,No,Mailed check,Yes,0,No,360.55,Male,4,No
4300,One year,Yes,No,DSL,55.6,No,No,Credit card (automatic),Yes,0,No,2016.45,Female,35,No
4301,Two year,No,No internet service,No,19.65,No,Yes,Mailed check,Yes,0,No internet service,1335.2,Female,67,No
4302,Month-to-month,No,No,DSL,40.40968938,No,No,Electronic check,Yes,0,No,146.3924255,Male,3,Yes
4303,Month-to-month,No,No,Fiber optic,102.6260309,Yes,Yes,Electronic check,Yes,0,Yes,2926.014119,Male,28,Yes
4304,Month-to-month,No,No,Fiber optic,93.2,Yes,Yes,Electronic check,Yes,1,Yes,2931.0,Female,32,Yes
4305,Month-to-month,No,No,Fiber optic,101.2015101,Yes,No,Electronic check,Yes,0,Yes,2216.483647,Male,22,No
4306,Two year,Yes,Yes,DSL,79.7,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5743.3,Female,70,No
4307,Two year,No,Yes,Fiber optic,97.65,Yes,No,Credit card (automatic),Yes,0,Yes,6743.55,Male,69,No
4308,Two year,Yes,Yes,Fiber optic,109.2,Yes,Yes,Credit card (automatic),Yes,0,Yes,6741.15,Male,64,No
4309,Month-to-month,No,No,DSL,35.1,No phone service,Yes,Electronic check,No,0,No,68.75,Female,2,Yes
4310,Month-to-month,No,No,Fiber optic,93.86221085,Yes,No,Electronic check,Yes,0,No,774.2154933999999,Male,8,No
4311,Two year,No,Yes,DSL,82.55,No,Yes,Electronic check,Yes,0,Yes,5832.65,Male,71,No
4312,Month-to-month,No,Yes,Fiber optic,80.45,No,No,Electronic check,Yes,0,No,137.1,Female,2,No
4313,Two year,Yes,No internet service,No,24.65,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1620.45,Male,67,No
4314,Month-to-month,No,No,Fiber optic,52.68815323,Yes,No,Electronic check,Yes,0,No,1110.31207,Female,21,No
4315,Month-to-month,No,No,Fiber optic,95.05,Yes,No,Electronic check,Yes,1,Yes,4504.55,Female,47,Yes
4316,Month-to-month,No,No,Fiber optic,81.32107544,No,No,Electronic check,Yes,0,No,319.6885537,Female,4,Yes
4317,Two year,Yes,Yes,Fiber optic,99.65,Yes,Yes,Mailed check,Yes,0,No,4630.2,Female,46,No
4318,Month-to-month,No,Yes,Fiber optic,95.75,No,Yes,Electronic check,Yes,1,Yes,573.75,Male,6,Yes
4319,Month-to-month,No,No internet service,No,20.6,No,No,Mailed check,Yes,0,No internet service,20.6,Male,1,Yes
4320,Month-to-month,No,No,Fiber optic,77.65,No,No,Bank transfer (automatic),Yes,0,Yes,714.15,Female,9,Yes
4321,One year,No,Yes,DSL,51.35,No phone service,No,Electronic check,No,0,Yes,2075.1,Male,41,No
4322,Month-to-month,Yes,No,Fiber optic,89.65,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,3161.6,Male,35,No
4323,Month-to-month,Yes,No internet service,No,20.15,No,Yes,Electronic check,Yes,0,No internet service,341.35,Male,16,No
4324,Month-to-month,No,No,Fiber optic,94.55,Yes,Yes,Electronic check,Yes,1,No,3365.4,Male,35,No
4325,Month-to-month,No,No,Fiber optic,90.1,Yes,No,Electronic check,Yes,0,Yes,521.3,Female,6,Yes
4326,Month-to-month,No,No,Fiber optic,70.95,No,No,Mailed check,Yes,0,No,1767.35,Male,25,Yes
4327,Month-to-month,Yes,Yes,DSL,59.8,No,No,Credit card (automatic),Yes,0,Yes,824.85,Female,14,No
4328,Month-to-month,No,Yes,Fiber optic,96.0,No,No,Electronic check,Yes,0,Yes,1062.1,Female,12,Yes
4329,Two year,Yes,Yes,DSL,80.2,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5714.2,Female,72,No
4330,Month-to-month,No,No internet service,No,20.2,No,No,Mailed check,Yes,0,No internet service,20.2,Male,1,Yes
4331,One year,No,No,DSL,71.75,Yes,No,Electronic check,Yes,1,No,4374.55,Male,60,No
4332,One year,No,Yes,Fiber optic,105.7843311,Yes,Yes,Electronic check,Yes,0,Yes,6818.975081999999,Male,63,Yes
4333,One year,No,Yes,Fiber optic,97.95,No,Yes,Electronic check,Yes,1,Yes,5867.0,Male,60,No
4334,Month-to-month,No,No,Fiber optic,89.1,Yes,Yes,Electronic check,Yes,0,No,1620.8,Female,19,No
4335,One year,Yes,No internet service,No,24.35,Yes,Yes,Mailed check,Yes,0,No internet service,538.5,Male,23,No
4336,Month-to-month,Yes,No,DSL,29.3,No phone service,Yes,Credit card (automatic),No,0,No,1224.05,Male,43,No
4337,One year,Yes,No,Fiber optic,104.15,Yes,Yes,Electronic check,Yes,0,Yes,7303.05,Female,72,No
4338,Month-to-month,No,Yes,Fiber optic,88.62946387,Yes,Yes,Electronic check,Yes,0,Yes,5290.502848,Male,60,Yes
4339,One year,No,No,DSL,80.45,Yes,Yes,Credit card (automatic),Yes,0,Yes,3375.9,Male,42,No
4340,Month-to-month,No,No,Fiber optic,75.34281676,No,No,Electronic check,Yes,0,No,75.34281676,Male,1,Yes
4341,One year,No,Yes,Fiber optic,103.8937033,Yes,Yes,Electronic check,Yes,0,Yes,6379.514434000002,Male,61,Yes
4342,Two year,Yes,No internet service,No,24.65,Yes,Yes,Credit card (automatic),Yes,0,No internet service,471.35,Female,18,No
4343,One year,No,Yes,Fiber optic,81.25,No,Yes,Credit card (automatic),Yes,0,No,4639.45,Female,59,No
4344,Month-to-month,No,Yes,Fiber optic,88.99810132,Yes,Yes,Electronic check,Yes,0,Yes,4220.139875,Male,47,Yes
4345,Two year,No,Yes,DSL,66.1,Yes,Yes,Credit card (automatic),Yes,0,No,4428.45,Male,66,No
4346,Month-to-month,No,No,DSL,52.2,No,No,Electronic check,Yes,0,No,52.2,Female,1,Yes
4347,Month-to-month,No,No,Fiber optic,85.8,Yes,No,Mailed check,Yes,0,No,85.8,Female,1,Yes
4348,Month-to-month,No,No,Fiber optic,75.35,Yes,No,Electronic check,Yes,0,No,564.65,Female,7,No
4349,Two year,Yes,Yes,Fiber optic,115.15,Yes,Yes,Credit card (automatic),Yes,0,Yes,8250.0,Female,70,No
4350,Month-to-month,No,No,Fiber optic,98.15,Yes,No,Mailed check,Yes,0,Yes,1230.25,Male,13,Yes
4351,Month-to-month,No,No internet service,No,19.95,No,Yes,Bank transfer (automatic),Yes,0,No internet service,187.75,Female,10,No
4352,Month-to-month,No,Yes,Fiber optic,99.5,No,No,Electronic check,Yes,0,Yes,2369.05,Female,25,Yes
4353,Two year,No,No internet service,No,20.25,No,No,Bank transfer (automatic),Yes,0,No internet service,538.2,Female,27,No
4354,Month-to-month,No,No internet service,No,19.9,No,Yes,Mailed check,Yes,0,No internet service,45.75,Female,3,No
4355,Two year,No,No internet service,No,19.85,No,No,Bank transfer (automatic),Yes,0,No internet service,1128.1,Female,60,No
4356,Two year,No,Yes,Fiber optic,108.6,Yes,Yes,Credit card (automatic),Yes,0,Yes,7690.9,Male,71,Yes
4357,Month-to-month,No,No,DSL,56.65,No,No,Mailed check,Yes,0,No,654.85,Male,12,Yes
4358,Month-to-month,No,No,Fiber optic,86.64324212,No,No,Electronic check,Yes,0,No,511.9353523,Female,5,Yes
4359,Month-to-month,No,No,Fiber optic,83.67440042,No,No,Electronic check,Yes,0,No,315.489029,Female,3,Yes
4360,Month-to-month,No,No,Fiber optic,59.40370348,Yes,No,Electronic check,Yes,0,Yes,2041.1063100000001,Male,33,Yes
4361,Month-to-month,No,No,DSL,35.43538342,No,No,Electronic check,Yes,0,No,113.1322222,Female,3,Yes
4362,Month-to-month,Yes,No,DSL,48.65,No,No,Bank transfer (automatic),Yes,0,No,235.2,Male,5,No
4363,Month-to-month,No,No,Fiber optic,73.09069663,Yes,No,Electronic check,Yes,0,Yes,1726.859904,Female,24,No
4364,Month-to-month,No,Yes,Fiber optic,104.5,Yes,No,Credit card (automatic),Yes,0,Yes,4036.85,Male,40,Yes
4365,Month-to-month,No,No,Fiber optic,84.2680002,No,No,Electronic check,Yes,0,No,342.7587832,Female,4,Yes
4366,Month-to-month,No,No internet service,No,31.82525762,No,No,Mailed check,Yes,0,No internet service,61.76318405,Male,2,Yes
4367,Two year,Yes,No,DSL,68.4,No,Yes,Bank transfer (automatic),Yes,0,Yes,4855.35,Male,72,No
4368,One year,Yes,Yes,DSL,61.95,Yes,Yes,Mailed check,Yes,0,No,1070.7,Female,17,No
4369,One year,No,No,DSL,66.05,Yes,Yes,Credit card (automatic),Yes,0,No,3462.1,Female,55,No
4370,Month-to-month,No,No internet service,No,26.52696026,No,No,Mailed check,Yes,0,No internet service,58.90953175,Male,2,Yes
4371,Month-to-month,No,Yes,Fiber optic,103.5,Yes,Yes,Electronic check,Yes,1,Yes,6479.4,Female,63,No
4372,Month-to-month,No,No,Fiber optic,84.63787362,Yes,No,Electronic check,Yes,0,No,1210.6185039999998,Female,13,Yes
4373,Two year,Yes,No internet service,No,19.8,No,Yes,Bank transfer (automatic),Yes,0,No internet service,726.1,Male,37,No
4374,Month-to-month,Yes,No,Fiber optic,69.0,No,No,Bank transfer (automatic),Yes,0,No,994.8,Female,15,Yes
4375,Month-to-month,Yes,No,Fiber optic,79.15,No,Yes,Bank transfer (automatic),Yes,0,No,4018.55,Female,51,No
4376,One year,No,No internet service,No,25.0,Yes,No,Bank transfer (automatic),Yes,1,No internet service,1260.7,Male,51,No
4377,Month-to-month,No,No,Fiber optic,80.89865182,Yes,No,Electronic check,Yes,0,Yes,2306.178695,Male,29,Yes
4378,Month-to-month,No,No,DSL,44.6,No phone service,Yes,Electronic check,No,0,Yes,97.1,Female,2,Yes
4379,Month-to-month,No,No,Fiber optic,87.55,Yes,No,Bank transfer (automatic),Yes,0,No,4884.85,Female,57,No
4380,Two year,Yes,Yes,Fiber optic,115.85,Yes,Yes,Mailed check,Yes,0,Yes,6567.9,Male,56,No
4381,Month-to-month,Yes,Yes,Fiber optic,99.25,Yes,No,Bank transfer (automatic),Yes,0,Yes,3777.15,Male,38,Yes
4382,One year,No,Yes,Fiber optic,114.3,Yes,No,Bank transfer (automatic),Yes,0,Yes,7383.7,Male,66,No
4383,Month-to-month,No,No internet service,No,20.45,No,No,Electronic check,Yes,0,No internet service,775.6,Female,41,No
4384,Month-to-month,No,No,Fiber optic,84.34265887,Yes,Yes,Electronic check,Yes,0,Yes,3045.885214,Female,36,No
4385,One year,Yes,No,DSL,59.6,No,Yes,Mailed check,Yes,0,No,3509.4,Male,57,No
4386,Month-to-month,No,No,Fiber optic,47.92011282,No,No,Electronic check,Yes,0,No,329.1615641,Female,8,Yes
4387,Month-to-month,No,No,Fiber optic,92.4,Yes,No,Credit card (automatic),Yes,0,Yes,2349.8,Male,26,No
4388,Month-to-month,No,No,Fiber optic,78.5,No,No,Electronic check,Yes,0,Yes,242.05,Male,3,Yes
4389,One year,Yes,No,DSL,75.1,No,Yes,Bank transfer (automatic),Yes,0,Yes,2658.8,Female,37,No
4390,Month-to-month,Yes,No,DSL,61.2,No,No,Credit card (automatic),Yes,0,No,125.95,Female,2,No
4391,Two year,No,Yes,DSL,64.35,No phone service,No,Credit card (automatic),No,0,Yes,4539.6,Female,68,No
4392,One year,No,Yes,Fiber optic,106.25,Yes,Yes,Electronic check,Yes,1,Yes,6979.8,Female,65,Yes
4393,Month-to-month,No,Yes,Fiber optic,96.07533535,Yes,Yes,Electronic check,Yes,0,Yes,4400.901488,Male,45,Yes
4394,Two year,No,No internet service,No,20.0,No,No,Mailed check,Yes,0,No internet service,810.3,Female,41,No
4395,Month-to-month,No,No,Fiber optic,85.91845837,No,No,Electronic check,Yes,0,No,518.1780077,Female,6,Yes
4396,Month-to-month,No,No,Fiber optic,74.5,Yes,No,Electronic check,Yes,0,No,217.45,Male,3,No
4397,Two year,Yes,Yes,DSL,92.9,Yes,Yes,Credit card (automatic),Yes,0,Yes,3379.25,Female,36,No
4398,Two year,Yes,Yes,DSL,86.1,No,Yes,Electronic check,Yes,0,Yes,5215.25,Male,62,No
4399,One year,Yes,Yes,Fiber optic,90.25,Yes,Yes,Credit card (automatic),Yes,0,No,5629.15,Male,64,No
4400,Two year,No,Yes,DSL,43.6,No phone service,No,Credit card (automatic),No,0,No,2748.7,Female,62,No
4401,Month-to-month,No,No internet service,No,19.5,No,Yes,Bank transfer (automatic),Yes,0,No internet service,146.3,Female,6,Yes
4402,One year,No,No internet service,No,19.05,No,No,Mailed check,Yes,0,No internet service,326.65,Female,16,No
4403,One year,Yes,No internet service,No,25.6,Yes,Yes,Credit card (automatic),Yes,0,No internet service,917.15,Female,34,No
4404,One year,No,Yes,Fiber optic,102.96282559999999,Yes,Yes,Electronic check,Yes,0,Yes,5494.305379,Male,52,No
4405,Month-to-month,No,No,Fiber optic,69.86950582,No,No,Electronic check,Yes,0,No,69.86950582,Female,1,Yes
4406,Two year,No,No,Fiber optic,80.6,No,No,Bank transfer (automatic),Yes,0,No,2651.1,Male,33,No
4407,Month-to-month,No,No,Fiber optic,88.10642801,No,No,Electronic check,Yes,0,No,303.5884018000001,Female,3,Yes
4408,One year,Yes,No,Fiber optic,89.35,Yes,Yes,Bank transfer (automatic),Yes,0,No,1686.85,Female,19,No
4409,Month-to-month,No,Yes,Fiber optic,94.36548895,Yes,Yes,Electronic check,Yes,0,Yes,4712.850961,Male,49,Yes
4410,Month-to-month,No,No,Fiber optic,93.91102316,Yes,No,Electronic check,Yes,0,Yes,1615.363462,Male,16,Yes
